# BUSCO version is: 4.0.6 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
223234at33208a	Missing
224280at33208a	Missing
226335at33208a	Duplicated	transcript_24076	590.5	364
226335at33208a	Duplicated	transcript_27144	576.0	356
226941at33208a	Complete	transcript_17543	458.3	450
227087at33208a	Missing
227453at33208a	Missing
227979at33208a	Missing
231157at33208a	Complete	transcript_20490	483.0	429
231700at33208a	Missing
234290at33208a	Complete	transcript_17612	282.5	317
235149at33208a	Duplicated	transcript_21756	312.5	388
235149at33208a	Duplicated	transcript_25095	304.2	371
235149at33208a	Duplicated	transcript_28533	273.2	340
235430at33208a	Missing
235458at33208a	Complete	transcript_23894	324.7	360
239016at33208a	Missing
239149at33208a	Missing
239597at33208a	Complete	transcript_18544	348.3	509
240437at33208a	Complete	transcript_32715	337.1	238
244863at33208a	Complete	transcript_15440	337.1	468
245482at33208a	Missing
245567at33208a	Missing
246241at33208a	Missing
247183at33208a	Duplicated	transcript_15159	769.9	594
247183at33208a	Duplicated	transcript_14405	769.2	594
247905at33208a	Missing
249486at33208a	Missing
251076at33208a	Missing
251577at33208a	Complete	transcript_32395	114.3	175
255117at33208a	Missing
255242at33208a	Missing
255924at33208a	Missing
257141at33208a	Missing
257339at33208a	Complete	transcript_6237	215.6	290
259581at33208a	Duplicated	transcript_21719	101.6	318
259581at33208a	Duplicated	transcript_23043	101.6	318
260752at33208a	Missing
261284at33208a	Missing
261614at33208a	Missing
262757at33208a	Missing
266460at33208a	Duplicated	transcript_26800	518.4	466
266460at33208a	Duplicated	transcript_23493	517.7	466
266460at33208a	Duplicated	transcript_20761	517.2	466
266469at33208a	Missing
266808at33208a	Complete	transcript_31442	521.2	351
267439at33208a	Missing
268134at33208a	Complete	transcript_30547	308.7	234
268397at33208a	Missing
270594at33208a	Duplicated	transcript_19596	525.3	516
270594at33208a	Duplicated	transcript_21377	525.1	515
270594at33208a	Duplicated	transcript_23405	494.2	473
271297at33208a	Missing
271742at33208a	Missing
272605at33208a	Missing
273040at33208a	Missing
273367at33208a	Missing
273989at33208a	Complete	transcript_26665	484.1	494
274044at33208a	Missing
274064at33208a	Complete	transcript_23810	301.5	273
274769at33208a	Missing
274992at33208a	Complete	transcript_22485	632.6	355
277935at33208a	Missing
278227at33208a	Missing
279631at33208a	Missing
279992at33208a	Duplicated	transcript_19619	276.8	304
279992at33208a	Duplicated	transcript_15413	275.9	304
279992at33208a	Duplicated	transcript_11909	275.6	304
280914at33208a	Missing
281304at33208a	Missing
281693at33208a	Missing
283637at33208a	Complete	transcript_32116	571.2	357
284059at33208a	Missing
285146at33208a	Missing
285902at33208a	Complete	transcript_23555	232.4	362
285966at33208a	Missing
286553at33208a	Duplicated	transcript_22528	232.5	262
286553at33208a	Duplicated	transcript_27450	231.2	258
286553at33208a	Duplicated	transcript_24927	230.9	258
289235at33208a	Missing
289928at33208a	Complete	transcript_23965	279.8	324
291505at33208a	Complete	transcript_20731	469.3	435
291875at33208a	Missing
295556at33208a	Missing
295775at33208a	Missing
300303at33208a	Complete	transcript_21139	199.7	388
301572at33208a	Duplicated	transcript_30315	506.1	393
301572at33208a	Duplicated	transcript_28032	505.5	393
302186at33208a	Missing
302279at33208a	Missing
302921at33208a	Fragmented	transcript_18630	52.0	139
303117at33208a	Missing
304388at33208a	Missing
305260at33208a	Missing
306101at33208a	Missing
307109at33208a	Duplicated	transcript_28114	393.6	342
307109at33208a	Duplicated	transcript_30222	377.6	325
308610at33208a	Complete	transcript_28957	512.6	363
311438at33208a	Missing
311758at33208a	Missing
311761at33208a	Missing
312577at33208a	Missing
313091at33208a	Complete	transcript_32082	281.1	251
315044at33208a	Missing
315393at33208a	Missing
317470at33208a	Complete	transcript_29685	340.1	317
318483at33208a	Complete	transcript_22722	395.5	334
318532at33208a	Complete	transcript_26269	593.9	336
319574at33208a	Complete	transcript_32003	247.0	245
320390at33208a	Missing
321332at33208a	Missing
323399at33208a	Missing
323473at33208a	Missing
324249at33208a	Complete	transcript_28243	129.0	277
325183at33208a	Duplicated	transcript_27748	574.8	345
325183at33208a	Duplicated	transcript_31369	506.5	296
327301at33208a	Missing
331112at33208a	Missing
331186at33208a	Missing
332870at33208a	Missing
333062at33208a	Complete	transcript_29211	410.5	326
333800at33208a	Missing
334272at33208a	Missing
334331at33208a	Complete	transcript_19847	437.7	460
334336at33208a	Duplicated	transcript_15032	446.4	450
334336at33208a	Duplicated	transcript_17811	401.3	417
334342at33208a	Missing
334764at33208a	Duplicated	transcript_29728	306.1	294
334764at33208a	Duplicated	transcript_29306	297.8	264
334820at33208a	Missing
335107at33208a	Missing
336647at33208a	Missing
338191at33208a	Fragmented	transcript_30773	33.9	87
338482at33208a	Complete	transcript_24208	281.4	417
339127at33208a	Duplicated	transcript_22393	281.9	459
339127at33208a	Duplicated	transcript_24018	279.2	436
339319at33208a	Missing
340558at33208a	Duplicated	transcript_30928	240.7	308
340558at33208a	Duplicated	transcript_28332	239.9	308
340577at33208a	Complete	transcript_24233	473.1	482
344338at33208a	Missing
344346at33208a	Complete	transcript_28571	124.6	275
344442at33208a	Missing
344581at33208a	Missing
344611at33208a	Missing
345099at33208a	Missing
345959at33208a	Missing
346541at33208a	Duplicated	transcript_21634	335.0	420
346541at33208a	Duplicated	transcript_19902	334.5	420
346541at33208a	Duplicated	transcript_8250	321.9	393
347600at33208a	Duplicated	transcript_21709	412.8	270
347600at33208a	Duplicated	transcript_20496	412.7	270
348449at33208a	Missing
348544at33208a	Duplicated	transcript_18287	332.5	308
348544at33208a	Duplicated	transcript_16173	332.3	308
348761at33208a	Complete	transcript_28480	189.9	225
349064at33208a	Duplicated	transcript_31304	388.3	297
349064at33208a	Duplicated	transcript_20511	386.9	280
349627at33208a	Duplicated	transcript_27888	153.4	287
349627at33208a	Duplicated	transcript_25186	152.7	287
349627at33208a	Duplicated	transcript_22913	152.3	287
351226at33208a	Missing
352600at33208a	Missing
352854at33208a	Duplicated	transcript_19457	488.2	357
352854at33208a	Duplicated	transcript_22136	483.7	359
352854at33208a	Duplicated	transcript_23681	483.6	359
353286at33208a	Fragmented	transcript_29040	244.0	216
353768at33208a	Complete	transcript_31282	262.4	352
354829at33208a	Missing
354949at33208a	Missing
355210at33208a	Missing
355739at33208a	Missing
356175at33208a	Missing
356334at33208a	Missing
356503at33208a	Complete	transcript_28946	347.4	285
357580at33208a	Missing
359075at33208a	Missing
359324at33208a	Missing
359369at33208a	Complete	transcript_33503	251.9	245
359532at33208a	Missing
360379at33208a	Missing
360753at33208a	Missing
361100at33208a	Missing
361203at33208a	Missing
361216at33208a	Missing
363634at33208a	Missing
363840at33208a	Missing
363851at33208a	Complete	transcript_25645	303.2	273
364383at33208a	Complete	transcript_29808	420.0	316
364694at33208a	Missing
365323at33208a	Missing
365561at33208a	Complete	transcript_32230	485.4	358
365691at33208a	Missing
366124at33208a	Missing
366814at33208a	Missing
366936at33208a	Complete	transcript_27745	276.8	217
367493at33208a	Missing
367551at33208a	Complete	transcript_27455	518.1	359
367596at33208a	Fragmented	transcript_10940	217.7	307
367957at33208a	Complete	transcript_26724	367.4	342
368565at33208a	Duplicated	transcript_27845	502.9	329
368565at33208a	Duplicated	transcript_24192	459.4	275
368670at33208a	Missing
368875at33208a	Missing
371241at33208a	Complete	transcript_29124	210.2	175
371297at33208a	Missing
371526at33208a	Duplicated	transcript_27363	410.5	235
371526at33208a	Duplicated	transcript_5695	408.3	235
372257at33208a	Missing
372707at33208a	Duplicated	transcript_14548	322.7	245
372707at33208a	Duplicated	transcript_32655	321.9	232
373040at33208a	Missing
376982at33208a	Complete	transcript_32382	455.4	251
378033at33208a	Duplicated	transcript_16735	271.7	405
378033at33208a	Duplicated	transcript_16108	271.4	405
378033at33208a	Duplicated	transcript_24714	260.3	355
378316at33208a	Missing
378768at33208a	Missing
378913at33208a	Duplicated	transcript_33230	186.3	149
378913at33208a	Duplicated	transcript_11637	185.1	149
379076at33208a	Missing
379636at33208a	Duplicated	transcript_29710	288.4	280
379636at33208a	Duplicated	transcript_29185	288.3	280
379771at33208a	Missing
380583at33208a	Complete	transcript_33190	375.2	271
381303at33208a	Missing
382000at33208a	Complete	transcript_17793	115.4	201
382262at33208a	Missing
382750at33208a	Missing
383313at33208a	Missing
384187at33208a	Missing
386666at33208a	Missing
387079at33208a	Missing
387117at33208a	Missing
387878at33208a	Missing
389367at33208a	Missing
389527at33208a	Duplicated	transcript_17557	610.7	566
389527at33208a	Duplicated	transcript_19476	610.4	566
389527at33208a	Duplicated	transcript_14647	609.9	566
389570at33208a	Complete	transcript_18932	397.9	315
389591at33208a	Missing
390192at33208a	Complete	transcript_25975	355.5	345
390402at33208a	Complete	transcript_32931	274.7	236
391896at33208a	Duplicated	transcript_28839	407.1	262
391896at33208a	Duplicated	transcript_26722	406.7	262
391896at33208a	Duplicated	transcript_10117	405.0	262
393219at33208a	Missing
393291at33208a	Missing
393419at33208a	Complete	transcript_21164	336.7	358
393895at33208a	Duplicated	transcript_26367	558.6	424
393895at33208a	Duplicated	transcript_24456	558.5	424
393895at33208a	Duplicated	transcript_24528	558.5	424
395147at33208a	Complete	transcript_27494	282.6	258
395183at33208a	Complete	transcript_32748	293.8	173
395556at33208a	Missing
395919at33208a	Missing
395948at33208a	Duplicated	transcript_13335	188.7	365
395948at33208a	Duplicated	transcript_6951	186.9	362
395948at33208a	Duplicated	transcript_7513	175.3	197
396237at33208a	Missing
397019at33208a	Missing
397659at33208a	Missing
398013at33208a	Complete	transcript_29055	435.4	280
398202at33208a	Missing
398607at33208a	Missing
399092at33208a	Complete	transcript_30235	110.8	161
399439at33208a	Missing
400042at33208a	Missing
401196at33208a	Missing
401220at33208a	Complete	transcript_31058	214.0	343
401679at33208a	Missing
401779at33208a	Missing
403171at33208a	Missing
403817at33208a	Missing
404988at33208a	Missing
405257at33208a	Duplicated	transcript_21017	226.6	355
405257at33208a	Duplicated	transcript_26172	206.6	288
406927at33208a	Missing
407472at33208a	Complete	transcript_28179	396.9	510
409006at33208a	Missing
409186at33208a	Complete	transcript_26529	218.3	495
411515at33208a	Missing
411664at33208a	Missing
411755at33208a	Missing
412370at33208a	Missing
412542at33208a	Missing
412930at33208a	Missing
413334at33208a	Missing
414001at33208a	Missing
414571at33208a	Duplicated	transcript_31836	109.0	196
414571at33208a	Duplicated	transcript_30402	108.8	196
414571at33208a	Duplicated	transcript_32653	97.8	185
414579at33208a	Missing
414603at33208a	Missing
415618at33208a	Missing
416175at33208a	Missing
418979at33208a	Complete	transcript_32327	211.6	156
419502at33208a	Duplicated	transcript_33599	225.0	214
419502at33208a	Duplicated	transcript_13930	221.1	210
419914at33208a	Missing
421396at33208a	Missing
421685at33208a	Missing
421732at33208a	Missing
422158at33208a	Missing
422751at33208a	Duplicated	transcript_29092	441.8	345
422751at33208a	Duplicated	transcript_29389	396.5	309
423799at33208a	Missing
423848at33208a	Complete	transcript_32838	115.2	209
424392at33208a	Missing
424569at33208a	Missing
424646at33208a	Missing
427349at33208a	Missing
427789at33208a	Complete	transcript_26072	458.0	390
428202at33208a	Duplicated	transcript_28347	496.2	350
428202at33208a	Duplicated	transcript_25765	495.5	350
428202at33208a	Duplicated	transcript_24938	495.4	350
428754at33208a	Missing
429011at33208a	Missing
429274at33208a	Missing
429751at33208a	Duplicated	transcript_23980	120.1	282
429751at33208a	Duplicated	transcript_21280	119.4	282
429751at33208a	Duplicated	transcript_5644	114.1	282
430701at33208a	Missing
432050at33208a	Complete	transcript_33228	376.3	243
432155at33208a	Complete	transcript_31418	141.2	148
432287at33208a	Missing
432522at33208a	Missing
433216at33208a	Missing
433606at33208a	Complete	transcript_25273	138.4	166
434068at33208a	Complete	transcript_24469	441.5	376
434863at33208a	Fragmented	transcript_33755	206.2	174
435253at33208a	Missing
435678at33208a	Complete	transcript_28312	220.1	329
435921at33208a	Missing
435939at33208a	Missing
436007at33208a	Duplicated	transcript_17158	168.3	351
436007at33208a	Duplicated	transcript_13653	167.8	351
436098at33208a	Complete	transcript_26545	185.6	200
436539at33208a	Missing
437653at33208a	Missing
438133at33208a	Duplicated	transcript_32957	476.9	302
438133at33208a	Duplicated	transcript_32840	476.4	302
438433at33208a	Complete	transcript_30692	296.5	202
438453at33208a	Missing
439736at33208a	Missing
440195at33208a	Missing
440493at33208a	Missing
441575at33208a	Duplicated	transcript_15025	489.2	599
441575at33208a	Duplicated	transcript_13880	488.9	599
441575at33208a	Duplicated	transcript_16820	488.5	599
442169at33208a	Missing
442203at33208a	Missing
442823at33208a	Missing
443305at33208a	Missing
443518at33208a	Missing
443659at33208a	Missing
443928at33208a	Missing
444160at33208a	Missing
444231at33208a	Missing
445031at33208a	Missing
445034at33208a	Missing
445091at33208a	Missing
446000at33208a	Complete	transcript_31946	274.6	261
446031at33208a	Missing
447320at33208a	Missing
447400at33208a	Missing
448196at33208a	Missing
448514at33208a	Missing
449056at33208a	Missing
449139at33208a	Missing
449189at33208a	Duplicated	transcript_28415	453.6	395
449189at33208a	Duplicated	transcript_26104	453.2	395
449189at33208a	Duplicated	transcript_28943	452.9	395
450643at33208a	Missing
450785at33208a	Complete	transcript_33163	103.2	93
451242at33208a	Complete	transcript_33879	158.9	206
451957at33208a	Missing
452208at33208a	Complete	transcript_30755	230.9	253
452499at33208a	Missing
452574at33208a	Missing
453049at33208a	Missing
453052at33208a	Complete	transcript_27282	241.9	305
453056at33208a	Missing
453687at33208a	Missing
454911at33208a	Missing
455512at33208a	Missing
455941at33208a	Duplicated	transcript_19872	209.2	224
455941at33208a	Duplicated	transcript_14401	208.2	224
455941at33208a	Duplicated	transcript_31891	207.2	224
456998at33208a	Missing
457777at33208a	Missing
458807at33208a	Complete	transcript_33689	353.1	281
458974at33208a	Fragmented	transcript_32767	56.4	88
458988at33208a	Duplicated	transcript_25638	316.9	452
458988at33208a	Duplicated	transcript_26075	316.8	452
459253at33208a	Missing
460044at33208a	Complete	transcript_30597	313.5	295
460518at33208a	Missing
461123at33208a	Missing
461193at33208a	Complete	transcript_30574	150.3	228
462325at33208a	Duplicated	transcript_32711	183.2	294
462325at33208a	Duplicated	transcript_32266	183.0	294
462325at33208a	Duplicated	transcript_31796	182.9	294
462897at33208a	Missing
463071at33208a	Missing
464204at33208a	Missing
464243at33208a	Missing
464286at33208a	Missing
464312at33208a	Missing
464987at33208a	Complete	transcript_8665	201.7	165
465092at33208a	Missing
465401at33208a	Missing
465512at33208a	Missing
465651at33208a	Missing
465703at33208a	Missing
465933at33208a	Duplicated	transcript_29774	308.3	226
465933at33208a	Duplicated	transcript_28049	308.0	226
465933at33208a	Duplicated	transcript_32905	291.9	220
466616at33208a	Complete	transcript_27036	167.1	368
466942at33208a	Missing
467106at33208a	Missing
467142at33208a	Duplicated	transcript_24529	138.8	285
467142at33208a	Duplicated	transcript_29950	125.8	180
467744at33208a	Missing
468248at33208a	Complete	transcript_30618	346.7	270
468359at33208a	Missing
468631at33208a	Missing
468710at33208a	Missing
468757at33208a	Complete	transcript_32777	98.3	243
469367at33208a	Missing
470197at33208a	Missing
470523at33208a	Duplicated	transcript_20917	123.2	184
470523at33208a	Duplicated	transcript_32660	122.9	186
470523at33208a	Duplicated	transcript_24761	118.0	184
471608at33208a	Missing
471787at33208a	Complete	transcript_25786	375.9	280
472313at33208a	Duplicated	transcript_33441	359.7	250
472313at33208a	Duplicated	transcript_33952	347.3	231
472352at33208a	Missing
473106at33208a	Missing
474144at33208a	Duplicated	transcript_25903	216.8	208
474144at33208a	Duplicated	transcript_34082	214.6	202
474144at33208a	Duplicated	transcript_31895	213.4	236
474302at33208a	Missing
474387at33208a	Missing
475826at33208a	Missing
476036at33208a	Missing
477052at33208a	Missing
477939at33208a	Missing
477998at33208a	Missing
478073at33208a	Duplicated	transcript_34075	400.8	226
478073at33208a	Duplicated	transcript_34061	400.8	226
478073at33208a	Duplicated	transcript_7858	396.5	226
478984at33208a	Missing
480700at33208a	Missing
480735at33208a	Duplicated	transcript_33534	282.7	243
480735at33208a	Duplicated	transcript_33100	281.6	273
480735at33208a	Duplicated	transcript_33032	273.2	273
481557at33208a	Duplicated	transcript_30354	112.2	245
481557at33208a	Duplicated	transcript_29843	112.1	245
482691at33208a	Missing
483489at33208a	Missing
485003at33208a	Missing
485696at33208a	Missing
486370at33208a	Duplicated	transcript_32555	168.3	193
486370at33208a	Duplicated	transcript_32021	168.1	192
486431at33208a	Complete	transcript_24885	250.5	332
486743at33208a	Complete	transcript_16021	82.0	143
486993at33208a	Missing
487873at33208a	Missing
487987at33208a	Missing
488559at33208a	Complete	transcript_34066	181.6	208
488635at33208a	Missing
489359at33208a	Missing
489858at33208a	Duplicated	transcript_30339	195.7	253
489858at33208a	Duplicated	transcript_29857	195.6	247
489858at33208a	Duplicated	transcript_14721	178.8	237
489997at33208a	Missing
490248at33208a	Complete	transcript_28631	217.5	200
490961at33208a	Missing
491252at33208a	Missing
491289at33208a	Complete	transcript_8086	210.1	153
492033at33208a	Complete	transcript_19279	130.7	125
493148at33208a	Missing
493505at33208a	Missing
493913at33208a	Missing
494057at33208a	Missing
495100at33208a	Complete	transcript_12334	104.8	314
495175at33208a	Missing
495207at33208a	Missing
495311at33208a	Missing
495329at33208a	Missing
495389at33208a	Missing
495605at33208a	Missing
495802at33208a	Missing
495926at33208a	Complete	transcript_29629	76.6	148
496070at33208a	Missing
496219at33208a	Missing
498535at33208a	Missing
500261at33208a	Duplicated	transcript_25412	313.3	289
500261at33208a	Duplicated	transcript_23535	313.0	289
500808at33208a	Missing
501396at33208a	Complete	transcript_28796	240.2	167
501546at33208a	Missing
501788at33208a	Missing
502128at33208a	Complete	transcript_32598	310.1	254
502407at33208a	Duplicated	transcript_29826	197.8	180
502407at33208a	Duplicated	transcript_30046	194.8	178
502429at33208a	Missing
502584at33208a	Missing
502691at33208a	Missing
503333at33208a	Missing
503828at33208a	Missing
504207at33208a	Complete	transcript_32970	327.4	316
504292at33208a	Complete	transcript_31709	223.8	177
504691at33208a	Missing
504731at33208a	Missing
504912at33208a	Fragmented	transcript_33385	44.3	51
505248at33208a	Missing
505718at33208a	Missing
508188at33208a	Missing
508379at33208a	Missing
508986at33208a	Missing
509494at33208a	Missing
509816at33208a	Missing
510174at33208a	Missing
510522at33208a	Fragmented	transcript_10906	149.8	142
510581at33208a	Missing
511272at33208a	Complete	transcript_12314	166.3	201
511386at33208a	Missing
511575at33208a	Missing
511668at33208a	Missing
514121at33208a	Missing
514296at33208a	Missing
514565at33208a	Missing
514675at33208a	Missing
514698at33208a	Missing
514724at33208a	Missing
514727at33208a	Fragmented	transcript_23807	37.1	113
514740at33208a	Complete	transcript_32240	223.3	173
514834at33208a	Duplicated	transcript_26272	132.8	194
514834at33208a	Duplicated	transcript_33613	131.9	227
514834at33208a	Duplicated	transcript_32159	131.1	215
514892at33208a	Missing
515058at33208a	Missing
515377at33208a	Missing
515410at33208a	Missing
515425at33208a	Duplicated	transcript_31413	129.0	178
515425at33208a	Duplicated	transcript_29876	128.6	178
515528at33208a	Missing
515640at33208a	Missing
516078at33208a	Missing
516321at33208a	Duplicated	transcript_33561	199.2	136
516321at33208a	Duplicated	transcript_1378	190.4	133
516481at33208a	Missing
516659at33208a	Missing
516716at33208a	Missing
517311at33208a	Missing
517525at33208a	Complete	transcript_27885	229.9	270
517686at33208a	Missing
517968at33208a	Missing
518288at33208a	Complete	transcript_22874	367.0	354
518569at33208a	Duplicated	transcript_25596	227.2	318
518569at33208a	Duplicated	transcript_28190	226.9	318
518635at33208a	Missing
519030at33208a	Missing
519303at33208a	Missing
519777at33208a	Complete	transcript_33793	207.3	229
520011at33208a	Duplicated	transcript_31271	165.1	246
520011at33208a	Duplicated	transcript_29931	164.6	245
521343at33208a	Missing
522886at33208a	Missing
522988at33208a	Missing
523206at33208a	Complete	transcript_34029	118.9	90
523376at33208a	Complete	transcript_32682	239.9	233
523534at33208a	Missing
524148at33208a	Missing
524165at33208a	Complete	transcript_17860	210.3	286
524322at33208a	Missing
525542at33208a	Complete	transcript_33731	174.6	170
525888at33208a	Complete	transcript_30475	191.7	157
526074at33208a	Missing
526487at33208a	Complete	transcript_34209	263.4	169
526673at33208a	Complete	transcript_32645	297.7	263
526839at33208a	Missing
527406at33208a	Missing
528325at33208a	Missing
529092at33208a	Missing
529093at33208a	Missing
529708at33208a	Missing
529852at33208a	Complete	transcript_15043	167.3	142
530431at33208a	Missing
532406at33208a	Missing
532693at33208a	Complete	transcript_30906	183.6	200
532728at33208a	Missing
532930at33208a	Missing
533666at33208a	Missing
533690at33208a	Missing
534172at33208a	Complete	transcript_33140	242.0	209
534206at33208a	Missing
534312at33208a	Missing
534757at33208a	Missing
534808at33208a	Missing
535268at33208a	Missing
535367at33208a	Missing
535524at33208a	Missing
535650at33208a	Complete	transcript_34205	259.7	165
535664at33208a	Missing
535782at33208a	Missing
535806at33208a	Missing
536251at33208a	Missing
